cluster,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2,947.0,752.0,1068.0,1434.0,620.0,17.9,44.8,0.9104
2,977.0,737.0,1025.0,1450.0,686.0,17.8,49.5,0.9986
2,1025.0,761.0,1008.0,1476.0,700.0,18.8,46.4,0.9968
1,1040.0,804.0,940.0,1502.0,780.0,19.3,44.0,0.9783
2,1013.0,718.0,1041.0,1492.0,558.0,14.7,68.4,1.1405
2,1035.0,755.0,997.0,1521.0,608.0,15.6,65.8,1.1577
1,1086.0,859.0,892.0,1595.0,754.0,17.7,54.0,1.0826
2,967.0,753.0,1048.0,1420.0,544.0,17.8,46.7,0.9466
2,968.0,785.0,1011.0,1446.0,550.0,17.8,44.4,0.8967
2,1004.0,827.0,972.0,1465.0,627.0,17.8,44.3,0.8929
1,1132.0,981.0,850.0,1614.0,877.0,16.4,47.8,0.8851
1,1121.0,985.0,833.0,1625.0,981.0,15.6,51.6,0.9063
2,1068.0,917.0,889.0,1570.0,832.0,14.9,55.0,0.9228
2,1123.0,937.0,866.0,1606.0,941.0,13.8,59.8,0.9398
2,1101.0,933.0,845.0,1600.0,1022.0,13.8,62.1,0.9721
2,997.0,835.0,951.0,1501.0,888.0,13.9,61.1,0.9656
2,875.0,654.0,1172.0,1375.0,683.0,14.9,57.6,0.9684
2,815.0,569.0,1361.0,1344.0,534.0,14.4,60.1,0.9797
2,803.0,531.0,1462.0,1318.0,489.0,13.8,63.2,0.9952
2,829.0,570.0,1304.0,1357.0,562.0,14.2,62.9,1.0136
2,867.0,625.0,1213.0,1385.0,652.0,14.0,63.8,1.0167
1,1118.0,970.0,837.0,1705.0,1019.0,13.4,67.4,1.0292
0,1632.0,1587.0,523.0,2459.0,1678.0,14.7,62.3,1.0351
0,1598.0,1668.0,490.0,2617.0,1749.0,16.0,57.3,1.0342
0,1378.0,1303.0,633.0,2051.0,1494.0,17.8,51.1,1.0362
1,1132.0,1096.0,731.0,1808.0,1186.0,20.0,45.0,1.0379
1,1108.0,1040.0,767.0,1748.0,1051.0,20.3,44.1,1.0392
1,1131.0,1097.0,735.0,1797.0,1027.0,20.7,42.4,1.0248
1,1105.0,1080.0,751.0,1758.0,981.0,20.8,40.6,0.9888
1,1120.0,1096.0,753.0,1767.0,976.0,21.5,39.7,1.0042
1,1100.0,1108.0,800.0,1731.0,932.0,25.0,30.1,0.9394
1,1098.0,1124.0,810.0,1716.0,871.0,25.2,29.7,0.9371
1,1137.0,1234.0,749.0,1824.0,990.0,23.4,32.0,0.91
0,1267.0,1352.0,651.0,1961.0,1196.0,21.0,37.8,0.9298
0,1319.0,1413.0,597.0,2050.0,1329.0,19.2,45.7,1.0084
0,1160.0,1189.0,698.0,1824.0,1151.0,17.7,50.9,1.0232
1,1084.0,1063.0,775.0,1703.0,1031.0,16.8,53.6,1.0167
1,1025.0,963.0,842.0,1621.0,917.0,15.8,56.2,1.0033
2,953.0,830.0,986.0,1521.0,860.0,16.0,56.5,1.0166
2,959.0,812.0,961.0,1518.0,910.0,14.2,64.1,1.0346
2,834.0,637.0,1187.0,1362.0,699.0,15.0,59.8,1.0142
2,787.0,549.0,1366.0,1317.0,596.0,14.3,61.9,1.0031
2,799.0,555.0,1327.0,1320.0,643.0,12.8,66.0,0.969
2,807.0,571.0,1305.0,1335.0,704.0,11.4,70.5,0.9484
2,866.0,686.0,1135.0,1405.0,741.0,12.0,68.0,0.9547
2,1035.0,917.0,882.0,1606.0,968.0,11.3,70.4,0.9443
0,1469.0,1491.0,555.0,2301.0,1561.0,12.7,65.6,0.962
0,1553.0,1575.0,508.0,2423.0,1779.0,14.5,59.8,0.9795
0,1513.0,1455.0,554.0,2182.0,1822.0,17.5,49.8,0.9877
0,1395.0,1368.0,605.0,2032.0,1675.0,21.9,35.2,0.9128
0,1209.0,1248.0,712.0,1891.0,1295.0,23.5,29.5,0.8435
1,1142.0,1115.0,776.0,1735.0,1091.0,24.3,29.8,0.8926
1,1140.0,1129.0,765.0,1728.0,1023.0,23.8,31.7,0.9212
1,1105.0,1035.0,826.0,1643.0,877.0,24.2,31.2,0.9257
1,1131.0,1058.0,824.0,1664.0,931.0,26.5,27.2,0.9282
1,1162.0,1064.0,832.0,1675.0,913.0,25.7,28.4,0.9248
0,1336.0,1326.0,674.0,1923.0,1255.0,26.3,27.5,0.9306
0,1533.0,1549.0,573.0,2233.0,1571.0,24.4,31.6,0.9545
0,1650.0,1649.0,528.0,2345.0,1779.0,23.1,35.3,0.9845
0,1535.0,1458.0,568.0,2120.0,1735.0,21.1,40.2,0.997
0,1382.0,1243.0,632.0,1941.0,1511.0,19.2,52.3,1.1516
0,1335.0,1122.0,673.0,1840.0,1424.0,18.1,58.7,1.2072
0,1267.0,1064.0,706.0,1766.0,1348.0,17.3,58.8,1.1494
1,1122.0,926.0,805.0,1619.0,1174.0,16.9,58.8,1.125
1,986.0,771.0,964.0,1518.0,947.0,17.6,57.6,1.1484
2,966.0,744.0,967.0,1511.0,935.0,15.6,63.9,1.1287
2,919.0,661.0,1089.0,1468.0,838.0,14.9,65.7,1.1073
2,872.0,632.0,1132.0,1403.0,768.0,15.6,62.2,1.0961
2,967.0,749.0,996.0,1517.0,881.0,14.0,68.3,1.0884
0,1152.0,964.0,800.0,1705.0,1096.0,14.5,65.7,1.0804
0,1500.0,1393.0,560.0,2163.0,1495.0,15.5,62.2,1.0875
0,1754.0,1716.0,452.0,2667.0,1895.0,17.0,56.8,1.0909
0,1558.0,1469.0,525.0,2281.0,1758.0,18.8,52.4,1.1285
0,1446.0,1350.0,568.0,2140.0,1630.0,19.7,51.9,1.1796
0,1349.0,1236.0,627.0,1964.0,1530.0,20.9,44.6,1.0872
0,1452.0,1371.0,576.0,2138.0,1622.0,21.9,43.3,1.1265
0,1676.0,1534.0,496.0,2413.0,1828.0,20.4,55.7,1.3205
0,1327.0,1139.0,658.0,1894.0,1323.0,17.4,67.0,1.325
0,1248.0,1072.0,713.0,1797.0,1188.0,17.1,64.0,1.2413
0,1250.0,1074.0,724.0,1806.0,1166.0,17.3,61.1,1.1957
0,1222.0,1084.0,727.0,1797.0,1108.0,17.7,56.3,1.13
1,1159.0,1097.0,748.0,1709.0,995.0,17.4,48.6,0.9559
0,1192.0,1143.0,740.0,1767.0,1108.0,17.6,43.7,0.8698
1,1074.0,954.0,846.0,1570.0,956.0,16.7,47.2,0.892
2,984.0,851.0,959.0,1452.0,817.0,16.8,45.6,0.8636
2,970.0,773.0,1026.0,1425.0,658.0,16.1,52.0,0.946
2,987.0,800.0,989.0,1462.0,658.0,15.5,57.1,0.996
2,1003.0,836.0,949.0,1455.0,748.0,16.2,50.2,0.9156
2,933.0,747.0,1045.0,1405.0,569.0,16.4,50.5,0.938
2,859.0,620.0,1201.0,1316.0,445.0,16.2,52.8,0.9626
2,815.0,538.0,1412.0,1272.0,379.0,16.0,53.7,0.9723
2,792.0,501.0,1554.0,1252.0,354.0,16.2,53.0,0.9672
2,835.0,560.0,1409.0,1317.0,407.0,16.2,53.7,0.9799
2,975.0,736.0,1069.0,1459.0,611.0,15.9,55.3,0.991
1,1133.0,957.0,815.0,1652.0,944.0,16.2,55.6,1.0151
0,1347.0,1237.0,645.0,1984.0,1328.0,16.0,59.3,1.0711
1,1122.0,1000.0,783.0,1663.0,1085.0,16.6,55.6,1.042
1,1152.0,1014.0,774.0,1714.0,1139.0,17.4,51.8,1.022
1,1020.0,866.0,907.0,1554.0,799.0,17.6,49.7,0.9944
1,1066.0,927.0,846.0,1608.0,804.0,17.2,52.8,1.0236
1,1105.0,1016.0,789.0,1736.0,930.0,18.2,49.6,1.0268
1,1056.0,894.0,891.0,1576.0,771.0,19.5,45.0,1.0114
1,1084.0,970.0,818.0,1626.0,845.0,19.5,45.5,1.0189
0,1288.0,1191.0,691.0,1910.0,1192.0,19.8,44.3,1.0104
0,1390.0,1368.0,605.0,2092.0,1494.0,20.3,43.1,1.0114
0,1374.0,1303.0,636.0,2036.0,1457.0,20.3,44.4,1.0457
0,1378.0,1342.0,612.0,2076.0,1489.0,19.8,47.9,1.092
0,1428.0,1329.0,594.0,2102.0,1602.0,19.1,52.3,1.1486
0,1336.0,1176.0,656.0,1891.0,1468.0,18.2,54.7,1.1336
0,1234.0,1049.0,746.0,1733.0,1274.0,17.8,55.0,1.1097
0,1300.0,1221.0,648.0,1946.0,1401.0,17.5,56.4,1.1175
0,1246.0,1150.0,654.0,1873.0,1354.0,17.3,57.8,1.1298
0,1141.0,1017.0,740.0,1690.0,1188.0,16.8,57.5,1.0912
1,1014.0,853.0,883.0,1538.0,975.0,16.3,57.0,1.0484
2,938.0,769.0,978.0,1463.0,816.0,16.2,56.3,1.0262
2,988.0,814.0,908.0,1512.0,921.0,15.5,59.9,1.0498
2,983.0,833.0,894.0,1524.0,1012.0,16.0,58.3,1.0481
1,1033.0,917.0,882.0,1617.0,905.0,17.2,52.3,1.0169
0,1388.0,1372.0,601.0,2105.0,1449.0,18.5,49.4,1.0397
0,1512.0,1530.0,527.0,2326.0,1725.0,20.0,45.6,1.0524
1,1148.0,1104.0,723.0,1713.0,1301.0,21.0,37.9,0.9313
1,1095.0,1019.0,815.0,1618.0,1181.0,22.8,32.4,0.887
1,987.0,979.0,923.0,1515.0,962.0,25.5,25.6,0.8218
1,984.0,998.0,905.0,1523.0,862.0,25.9,23.6,0.7771
1,1072.0,1084.0,843.0,1622.0,1017.0,27.7,20.8,0.7599
1,1048.0,1068.0,869.0,1573.0,993.0,27.1,21.6,0.7618
1,1042.0,1029.0,907.0,1540.0,879.0,28.4,20.2,0.7697
1,1113.0,1086.0,882.0,1584.0,926.0,28.1,21.9,0.8184
1,1146.0,1145.0,836.0,1647.0,1011.0,27.6,22.3,0.8116
0,1239.0,1272.0,748.0,1790.0,1380.0,25.2,24.3,0.7671
0,1302.0,1346.0,706.0,1880.0,1698.0,24.6,25.1,0.7636
0,1181.0,1183.0,792.0,1711.0,1432.0,23.1,27.2,0.7575
1,1068.0,1037.0,869.0,1567.0,1217.0,22.0,28.6,0.7483
1,1135.0,1065.0,803.0,1630.0,1317.0,20.8,34.5,0.8365
1,1121.0,992.0,844.0,1505.0,1255.0,20.4,35.3,0.8352
1,1131.0,965.0,843.0,1520.0,1223.0,19.1,38.3,0.8381
2,947.0,798.0,964.0,1395.0,930.0,18.0,40.5,0.8271
2,935.0,786.0,964.0,1389.0,954.0,17.4,43.4,0.8553
2,941.0,792.0,975.0,1397.0,889.0,14.8,50.6,0.8489
2,867.0,734.0,1043.0,1324.0,808.0,14.6,51.4,0.8489
2,839.0,638.0,1171.0,1271.0,643.0,15.7,46.9,0.8329
2,873.0,704.0,1091.0,1322.0,756.0,15.3,49.7,0.8552
1,1065.0,942.0,890.0,1576.0,1067.0,16.0,47.4,0.8564
0,1187.0,1104.0,727.0,1721.0,1391.0,17.6,43.3,0.8647
0,1249.0,1174.0,712.0,1774.0,1486.0,20.3,37.4,0.8807
1,1157.0,1072.0,802.0,1653.0,1327.0,23.1,30.3,0.8425
1,988.0,924.0,1015.0,1463.0,835.0,25.0,24.2,0.7568
1,1025.0,955.0,997.0,1457.0,834.0,25.6,23.5,0.7611
1,997.0,947.0,998.0,1460.0,815.0,25.5,22.6,0.7288
1,916.0,829.0,1124.0,1333.0,621.0,26.1,21.1,0.7023
1,965.0,910.0,1056.0,1389.0,643.0,28.2,19.4,0.7303
1,985.0,903.0,1059.0,1437.0,712.0,27.4,20.5,0.7379
1,1026.0,920.0,1037.0,1455.0,746.0,26.0,22.7,0.7532
1,1125.0,1016.0,910.0,1564.0,991.0,23.8,27.1,0.7858
1,1159.0,1054.0,878.0,1603.0,1046.0,23.0,28.7,0.7976
0,1284.0,1149.0,780.0,1725.0,1304.0,21.7,31.8,0.8191
1,1101.0,986.0,852.0,1574.0,1100.0,20.9,33.2,0.8098
1,1101.0,972.0,879.0,1552.0,1001.0,20.2,34.3,0.8017
1,1183.0,1049.0,762.0,1594.0,1290.0,19.6,37.0,0.8325
1,1132.0,996.0,822.0,1564.0,1205.0,18.1,40.9,0.8441
2,998.0,859.0,919.0,1450.0,1045.0,17.0,43.3,0.8341
2,911.0,743.0,1052.0,1370.0,739.0,16.7,43.4,0.8193
2,875.0,721.0,1083.0,1328.0,683.0,15.9,44.7,0.8009
2,808.0,630.0,1234.0,1256.0,573.0,15.2,45.5,0.783
2,792.0,599.0,1262.0,1235.0,564.0,13.5,50.1,0.7706
2,822.0,581.0,1326.0,1256.0,602.0,14.2,49.9,0.8025
2,918.0,721.0,1069.0,1353.0,785.0,13.8,51.4,0.8059
2,975.0,774.0,1001.0,1393.0,878.0,16.3,45.1,0.8286
1,1047.0,908.0,913.0,1458.0,981.0,19.2,35.4,0.7812
1,1053.0,970.0,930.0,1473.0,991.0,25.5,21.1,0.677
1,1017.0,897.0,1013.0,1400.0,780.0,28.2,19.0,0.7164
1,1021.0,889.0,1022.0,1405.0,684.0,29.5,19.8,0.8013
1,941.0,753.0,1173.0,1311.0,468.0,30.6,19.4,0.8348
1,991.0,776.0,1122.0,1375.0,468.0,29.9,22.0,0.9181
1,1117.0,862.0,995.0,1476.0,530.0,31.5,21.9,0.997
1,1217.0,947.0,887.0,1566.0,648.0,31.2,24.6,1.0987
1,1248.0,982.0,880.0,1617.0,746.0,30.4,26.5,1.1347
1,1242.0,973.0,856.0,1632.0,819.0,26.8,33.5,1.1602
0,1403.0,1151.0,747.0,1820.0,1125.0,25.5,37.4,1.1995
1,1238.0,999.0,833.0,1648.0,1013.0,23.7,39.4,1.1381
1,1093.0,858.0,975.0,1495.0,816.0,22.9,37.0,1.0197
1,1034.0,805.0,1030.0,1416.0,750.0,20.8,36.3,0.8775
2,934.0,795.0,1098.0,1328.0,673.0,20.3,28.5,0.6686
2,913.0,785.0,1110.0,1273.0,692.0,19.6,26.5,0.5974
2,835.0,691.0,1265.0,1182.0,517.0,19.1,25.9,0.5673
2,773.0,568.0,1474.0,1113.0,392.0,18.4,27.6,0.5799
2,771.0,533.0,1566.0,1110.0,360.0,17.4,30.2,0.5945
2,805.0,534.0,1454.0,1112.0,409.0,16.3,34.1,0.6257
2,930.0,684.0,1059.0,1220.0,779.0,15.8,36.5,0.6535
2,1009.0,859.0,944.0,1420.0,1016.0,16.0,38.1,0.6879
0,1196.0,1131.0,775.0,1675.0,1243.0,17.6,35.0,0.6965
1,1010.0,937.0,945.0,1444.0,949.0,18.5,31.2,0.6611
1,990.0,924.0,974.0,1404.0,861.0,19.8,28.5,0.652
1,988.0,918.0,1007.0,1393.0,850.0,22.3,24.1,0.6394
1,979.0,910.0,1028.0,1396.0,788.0,24.2,21.7,0.6451
1,1029.0,983.0,950.0,1470.0,879.0,25.1,20.8,0.6516
1,984.0,945.0,990.0,1423.0,747.0,25.8,19.5,0.6392
1,985.0,919.0,1028.0,1387.0,700.0,26.3,18.9,0.6344
1,981.0,886.0,1054.0,1363.0,695.0,25.8,18.6,0.608
1,1020.0,941.0,1016.0,1425.0,756.0,25.7,19.4,0.6304
1,1106.0,1097.0,902.0,1552.0,941.0,26.7,17.1,0.5909
1,1153.0,1168.0,842.0,1644.0,1021.0,24.3,19.8,0.5933
1,1215.0,1234.0,796.0,1735.0,1167.0,23.5,20.8,0.5937
1,1094.0,1072.0,888.0,1545.0,1105.0,22.0,24.0,0.6263
2,944.0,832.0,1072.0,1350.0,712.0,21.1,26.2,0.6481
1,964.0,861.0,1014.0,1398.0,735.0,20.9,28.8,0.7014
1,1003.0,872.0,988.0,1439.0,851.0,20.2,31.2,0.7304
2,914.0,774.0,1091.0,1323.0,706.0,20.0,31.5,0.7262
2,839.0,609.0,1276.0,1286.0,643.0,20.8,32.3,0.7813
2,830.0,582.0,1310.0,1264.0,608.0,20.0,34.5,0.7954
2,812.0,521.0,1413.0,1233.0,469.0,21.2,32.9,0.8178
2,832.0,547.0,1320.0,1254.0,469.0,18.3,40.0,0.8345
2,903.0,656.0,1155.0,1361.0,618.0,17.0,44.6,0.8593
2,1022.0,825.0,931.0,1487.0,931.0,17.1,45.3,0.8784
0,1378.0,1277.0,628.0,1970.0,1519.0,17.1,46.5,0.901
0,1745.0,1748.0,484.0,2605.0,2054.0,18.8,39.7,0.8547
0,1326.0,1137.0,719.0,1760.0,1550.0,20.3,38.1,0.8946
1,1215.0,1062.0,794.0,1650.0,1381.0,25.3,27.0,0.8565
1,1138.0,1015.0,854.0,1604.0,1115.0,27.4,22.8,0.8219
1,1244.0,1162.0,765.0,1735.0,1189.0,30.0,20.0,0.8338
1,1261.0,1210.0,736.0,1769.0,1200.0,30.9,19.1,0.8394
1,1182.0,1066.0,818.0,1663.0,965.0,30.6,20.2,0.8719
1,1208.0,1111.0,783.0,1653.0,1018.0,32.2,18.9,0.8964
1,1158.0,981.0,862.0,1573.0,775.0,31.7,19.5,0.8981
0,1346.0,1278.0,701.0,1873.0,1193.0,30.9,20.5,0.8996
0,1443.0,1371.0,664.0,1988.0,1425.0,27.5,24.7,0.8899
0,1440.0,1443.0,635.0,2068.0,1594.0,25.8,27.0,0.8821
0,1232.0,1173.0,751.0,1750.0,1284.0,23.7,30.0,0.8633
1,1159.0,1061.0,812.0,1648.0,1174.0,22.2,33.4,0.8806
1,1081.0,929.0,910.0,1518.0,937.0,21.1,36.5,0.9019
1,1083.0,911.0,883.0,1507.0,985.0,20.2,38.6,0.9016
1,1069.0,887.0,859.0,1542.0,1041.0,19.3,43.0,0.9535
2,940.0,724.0,1012.0,1407.0,867.0,19.2,43.6,0.9591
2,901.0,653.0,1094.0,1367.0,822.0,18.4,45.7,0.9599
2,848.0,571.0,1224.0,1297.0,624.0,18.7,44.3,0.9453
2,846.0,598.0,1211.0,1332.0,669.0,16.3,51.4,0.9468
2,848.0,598.0,1219.0,1318.0,628.0,17.0,49.2,0.9459
2,980.0,800.0,983.0,1462.0,810.0,16.4,52.1,0.9612
0,1408.0,1321.0,618.0,2044.0,1495.0,16.4,53.4,0.9863
0,1716.0,1701.0,490.0,2545.0,2018.0,18.6,46.8,0.99
0,1475.0,1351.0,625.0,2006.0,1696.0,21.0,41.1,1.0104
1,1262.0,1096.0,772.0,1711.0,1340.0,26.4,28.9,0.9785
1,1156.0,1034.0,813.0,1640.0,1123.0,27.7,26.3,0.9652
1,1192.0,1097.0,796.0,1688.0,971.0,30.1,22.1,0.9281
1,1233.0,1154.0,746.0,1740.0,1000.0,31.0,22.9,1.0144
1,1208.0,1083.0,792.0,1702.0,891.0,31.0,22.6,1.0012
1,1215.0,1116.0,784.0,1715.0,852.0,31.6,21.0,0.959
1,1251.0,1165.0,747.0,1774.0,975.0,30.4,24.7,1.0526
0,1358.0,1278.0,689.0,1899.0,1192.0,28.8,26.3,1.0271
0,1379.0,1349.0,645.0,1961.0,1373.0,26.4,30.1,1.0204
0,1379.0,1326.0,659.0,1961.0,1307.0,24.7,31.5,0.9672
0,1373.0,1252.0,670.0,1889.0,1325.0,22.9,36.5,1.0083
1,1197.0,950.0,823.0,1592.0,918.0,20.8,41.8,1.0155
1,1238.0,940.0,815.0,1622.0,877.0,19.7,47.1,1.0666
1,1255.0,963.0,781.0,1665.0,1024.0,18.9,52.2,1.1313
1,1164.0,908.0,821.0,1574.0,1019.0,18.5,50.1,1.0539
1,1046.0,803.0,900.0,1490.0,823.0,18.0,53.0,1.0832
2,956.0,661.0,1043.0,1398.0,701.0,18.4,51.7,1.0819
2,885.0,565.0,1217.0,1329.0,542.0,19.8,46.2,1.056
2,877.0,549.0,1265.0,1317.0,463.0,19.6,47.7,1.0736
2,925.0,609.0,1168.0,1363.0,533.0,17.3,54.1,1.0582
2,1086.0,837.0,885.0,1553.0,906.0,15.8,59.0,1.0495
0,1490.0,1286.0,593.0,2053.0,1447.0,16.6,55.9,1.0486
0,1763.0,1617.0,489.0,2503.0,1835.0,18.7,52.8,1.1279
0,1462.0,1242.0,637.0,1961.0,1552.0,20.7,46.4,1.1227
1,1232.0,1062.0,787.0,1707.0,1092.0,26.1,30.0,0.9972
1,1239.0,1067.0,779.0,1702.0,1071.0,28.6,25.8,0.9989
1,1218.0,1051.0,796.0,1689.0,881.0,30.3,23.3,0.9869
1,1235.0,1094.0,756.0,1729.0,907.0,31.3,22.3,1.0043
1,1196.0,1061.0,791.0,1649.0,899.0,31.1,22.3,0.9888
1,1288.0,1179.0,717.0,1799.0,1074.0,32.4,20.4,0.9732
1,1248.0,1108.0,772.0,1701.0,969.0,32.6,19.3,0.935
0,1401.0,1342.0,663.0,1959.0,1267.0,31.2,20.3,0.9064
0,1401.0,1396.0,645.0,2009.0,1402.0,27.7,24.8,0.9106
0,1444.0,1354.0,655.0,1956.0,1437.0,25.7,27.9,0.908
0,1379.0,1312.0,683.0,1870.0,1382.0,24.1,29.9,0.8879
0,1251.0,1097.0,771.0,1680.0,1280.0,22.2,34.4,0.9072
0,1269.0,1077.0,773.0,1706.0,1250.0,20.7,38.0,0.9149
0,1242.0,1060.0,745.0,1693.0,1359.0,20.2,42.8,0.9983
1,1045.0,850.0,889.0,1506.0,1102.0,20.5,42.0,1.0004
2,937.0,698.0,1039.0,1382.0,768.0,20.1,42.0,0.9763
2,875.0,622.0,1167.0,1331.0,656.0,20.0,41.5,0.9571
2,889.0,633.0,1123.0,1344.0,683.0,16.3,51.6,0.9461
2,888.0,640.0,1089.0,1330.0,670.0,16.5,50.2,0.932
2,881.0,624.0,1135.0,1319.0,656.0,16.4,50.2,0.931
2,998.0,856.0,894.0,1488.0,926.0,14.9,54.7,0.9203
0,1517.0,1460.0,551.0,2205.0,1677.0,16.4,51.3,0.9474
0,1522.0,1509.0,543.0,2275.0,1828.0,18.2,46.2,0.9575
0,1417.0,1303.0,635.0,1964.0,1752.0,20.7,40.0,0.9639
0,1329.0,1214.0,700.0,1845.0,1581.0,26.5,27.0,0.9217
1,1203.0,1023.0,825.0,1622.0,1132.0,28.5,23.8,0.915
1,1234.0,1037.0,788.0,1658.0,1037.0,29.7,23.7,0.9714
1,1286.0,1090.0,750.0,1719.0,1023.0,31.7,21.7,0.9966
1,1298.0,1075.0,749.0,1690.0,1022.0,31.7,21.5,0.9902
1,1308.0,1084.0,757.0,1724.0,989.0,32.8,19.5,0.9515
1,1276.0,1099.0,783.0,1680.0,925.0,32.5,18.6,0.8948
1,1234.0,985.0,815.0,1572.0,795.0,30.2,22.6,0.9524
0,1419.0,1300.0,670.0,1923.0,1263.0,27.6,25.7,0.9382
0,1325.0,1273.0,716.0,1815.0,1184.0,25.9,24.9,0.8195
0,1346.0,1224.0,715.0,1794.0,1272.0,23.9,29.4,0.8589
1,1241.0,1110.0,772.0,1698.0,1177.0,22.3,32.1,0.8515
0,1274.0,1094.0,771.0,1682.0,1231.0,20.5,35.9,0.8565
0,1321.0,1144.0,732.0,1745.0,1243.0,19.8,37.2,0.8509
0,1424.0,1240.0,662.0,1841.0,1427.0,19.1,41.9,0.9158
0,1357.0,1178.0,674.0,1782.0,1454.0,17.8,46.1,0.9344
1,1123.0,966.0,770.0,1594.0,1183.0,17.6,47.6,0.9465
1,1003.0,820.0,902.0,1455.0,908.0,17.9,46.3,0.9394
2,951.0,713.0,994.0,1385.0,821.0,16.9,49.8,0.9544
2,941.0,687.0,1024.0,1374.0,777.0,15.8,53.8,0.9615
2,986.0,745.0,959.0,1426.0,888.0,16.5,53.5,0.9928
1,1153.0,947.0,795.0,1643.0,1076.0,17.2,52.9,1.0276
0,1323.0,1137.0,696.0,1846.0,1285.0,19.3,48.3,1.0723
0,1315.0,1040.0,743.0,1740.0,1315.0,20.6,47.1,1.1287
1,1303.0,1015.0,777.0,1731.0,1250.0,23.7,40.0,1.153
1,1238.0,1037.0,813.0,1698.0,978.0,25.6,32.5,1.053
1,1259.0,1080.0,772.0,1736.0,1072.0,27.2,28.1,0.9989
1,1246.0,1070.0,770.0,1747.0,1064.0,27.9,28.1,1.0394
1,1154.0,912.0,872.0,1605.0,825.0,28.3,27.8,1.0539
1,1237.0,997.0,800.0,1688.0,924.0,29.2,27.0,1.081
1,1315.0,1041.0,773.0,1767.0,966.0,28.9,29.3,1.1503
0,1466.0,1174.0,680.0,1965.0,1302.0,25.4,39.8,1.2771
0,1409.0,1113.0,710.0,1850.0,1256.0,25.2,40.1,1.2642
0,1366.0,1171.0,693.0,1933.0,1068.0,24.5,39.4,1.1963
1,1241.0,1011.0,781.0,1748.0,1070.0,22.3,45.4,1.2088
1,1123.0,832.0,930.0,1565.0,792.0,21.2,48.3,1.2034
0,1321.0,1075.0,757.0,1891.0,1017.0,20.6,50.5,1.2082
0,1397.0,1159.0,681.0,1949.0,1207.0,20.2,52.9,1.234
0,1507.0,1311.0,608.0,2107.0,1499.0,19.8,54.5,1.2488
0,1405.0,1177.0,660.0,1931.0,1474.0,19.5,56.2,1.2624
1,1192.0,994.0,759.0,1780.0,1163.0,19.0,58.0,1.2581
0,1199.0,1070.0,671.0,1873.0,1189.0,18.1,61.6,1.2679
1,973.0,761.0,954.0,1501.0,815.0,18.0,57.6,1.1788
2,864.0,591.0,1247.0,1374.0,507.0,17.7,56.0,1.1215
2,886.0,598.0,1257.0,1374.0,506.0,17.9,52.4,1.0655
2,988.0,713.0,1092.0,1455.0,716.0,18.9,49.3,1.0668
1,1008.0,729.0,1034.0,1490.0,795.0,20.0,48.6,1.1199
2,976.0,698.0,1156.0,1393.0,594.0,20.6,41.2,0.9841
1,978.0,718.0,1137.0,1392.0,565.0,23.6,34.0,0.9749
1,987.0,740.0,1105.0,1407.0,523.0,26.7,28.1,0.9688
1,1030.0,778.0,1071.0,1452.0,591.0,26.8,28.1,0.9785
1,955.0,723.0,1129.0,1393.0,559.0,27.7,25.8,0.9467
1,924.0,673.0,1247.0,1346.0,430.0,28.8,22.7,0.8864
1,1005.0,758.0,1091.0,1434.0,522.0,26.8,27.3,0.9462
1,1059.0,816.0,1023.0,1468.0,641.0,25.9,28.7,0.9423
1,1079.0,851.0,991.0,1490.0,738.0,25.8,27.7,0.9076
1,1070.0,850.0,997.0,1502.0,778.0,24.8,29.5,0.9077
1,1085.0,805.0,972.0,1528.0,718.0,25.3,36.3,1.1513
1,1066.0,787.0,986.0,1552.0,689.0,23.9,40.4,1.1787
1,1094.0,815.0,934.0,1563.0,852.0,21.4,46.6,1.1764
1,1110.0,814.0,948.0,1571.0,854.0,20.5,49.3,1.173
2,968.0,719.0,1081.0,1388.0,664.0,19.2,42.3,0.9339
2,906.0,714.0,1163.0,1351.0,544.0,19.2,37.9,0.8352
2,849.0,615.0,1285.0,1276.0,461.0,17.2,43.1,0.8394
2,774.0,500.0,1536.0,1169.0,352.0,15.8,45.2,0.8052
2,746.0,450.0,1807.0,1111.0,308.0,15.7,42.3,0.7464
2,753.0,437.0,1904.0,1110.0,301.0,16.3,41.0,0.7513
2,749.0,466.0,1803.0,1089.0,307.0,16.1,36.5,0.664
2,864.0,642.0,1288.0,1255.0,441.0,16.5,36.2,0.6752
2,1002.0,893.0,1010.0,1394.0,775.0,17.5,30.9,0.6111
2,970.0,966.0,944.0,1379.0,907.0,18.4,24.0,0.5046
2,898.0,853.0,1066.0,1271.0,763.0,19.2,23.8,0.5235
2,847.0,800.0,1155.0,1179.0,649.0,21.7,18.1,0.4642
2,847.0,788.0,1203.0,1162.0,598.0,22.3,17.0,0.4513
2,871.0,848.0,1139.0,1208.0,579.0,22.8,16.1,0.4404
2,869.0,866.0,1107.0,1212.0,596.0,23.8,14.5,0.4222
2,875.0,854.0,1160.0,1200.0,595.0,25.1,13.1,0.4129
2,895.0,878.0,1122.0,1238.0,607.0,25.8,12.9,0.4219
1,926.0,885.0,1101.0,1259.0,662.0,25.5,14.0,0.4495
1,996.0,1048.0,959.0,1397.0,822.0,24.5,15.4,0.4663
